Date,Open,High,Low,Close,Adj Close,Volume
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,145.022216796875,86960300
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,146.4951629638672,60549600
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,147.997802734375,60131800
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,147.90879821777344,48606400
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,146.66322326660156,58991300
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,145.85260009765625,48597200
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,146.90048217773438,55802400
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,151.36878967285156,90956700
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,150.09353637695312,86453100
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,150.7657470703125,80313700
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,151.89271545410156,71115500
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,152.53529357910156,57808700
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,154.89794921875,82278300
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,153.33604431152344,74420200
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,152.30792236328125,57305700
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,147.26626586914062,140893200
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,147.83963012695312,102404300
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,146.42596435546875,109296300
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,147.3255615234375,83281300
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,147.0883331298828,68034100
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,144.3895263671875,129868800
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,141.30520629882812,123478900
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,141.78961181640625,75834000
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,144.1819305419922,76404300
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,145.15072631835938,64838200
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,145.2396697998047,53477900
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,143.70741271972656,74150700
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,140.2869873046875,108972300
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,141.1964874267578,74602000
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,139.88169860839844,89056700
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,141.01853942871094,94639600
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,137.5486602783203,98322000
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,139.4961395263672,80861100
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,140.3759765625,83221100
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,141.65121459960938,61732700
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,141.26565551757812,58773200
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,141.17672729492188,64452200
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,139.89157104492188,73035900
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,139.29843139648438,78762700
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,142.11582946777344,69907100
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,143.18350219726562,67940300
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,144.87391662597656,85589200
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,147.0586700439453,76378900
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,147.5529327392578,58418800
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,147.77041625976562,61421000
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,146.98944091796875,58883400
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,146.9400177001953,50720600
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,147.61224365234375,60893400
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,147.14761352539062,56094900
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,150.82508850097656,100077900
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,148.08676147460938,124953200
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,147.25636291503906,74588300
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,148.30422973632812,69122000
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,149.75743103027344,54511500
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,149.23348999023438,60394600
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,149.76809692382812,65463900
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,148.9364776611328,55020900
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,149.3028106689453,56787900
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,146.44166564941406,65187100
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,146.3921661376953,41000000
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,148.49098205566406,63804000
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,148.50086975097656,59222800
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,149.49090576171875,59256200
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,151.95599365234375,88807000
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,156.29220581054688,137827700
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,158.94544982910156,117305600
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,159.4107666015625,117467900
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,159.79685974121094,96041900
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,160.3215789794922,69463600
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,155.24281311035156,76959800
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,158.63853454589844,88748200
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,163.64797973632812,174048100
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,163.12326049804688,152052500
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,162.1233673095703,136739200
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,160.22256469726562,118023100
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,163.6678009033203,107497000
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,169.46920776367188,120405400
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,173.33023071289062,116998900
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,172.8154296875,108923700
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,177.65658569335938,115402700
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,173.983642578125,153237000
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,172.58773803710938,139380400
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,177.50804138183594,131063300
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,170.5384063720703,150185800
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,169.4296112060547,195432700
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,168.0535125732422,107499100
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,171.26109313964844,91185900
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,173.8846435546875,92135300
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,174.5182342529297,68356600
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,178.52777099609375,74919600
2021-12-28,180.1600036621093,181.3300018310547,178.52999877929688,179.2899932861328,177.49813842773438,79144300
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,177.58726501464844,62348900
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,176.4190673828125,59773000
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,175.7953338623047,64062300
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.009994506836,180.19097900390625,104487900
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,177.90406799316406,99310400
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.1718292236328,94537600
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,170.28102111816406,96904000
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.44932556152344,86709100
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.46913146972656,106765600
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,173.33023071289062,76138300
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,173.77569580078125,74805200
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.46913146972656,84505800
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,171.34034729003906,80440800
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.10299682617188,90956700
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.5686798095703,94815000
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.86585998535156,91420500
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.786865234375,122848900
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.00473022460938,162294600
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.18313598632812,115798400
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.0940399169922,108275300
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.6287384033203,121954600
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.62770080566406,179935700
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.03321838378906,115541600
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.86492919921875,86213900
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.0826416015625,84914300
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.1719970703125,89418100
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.88458251953125,82465400
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.16094970703125,77251200
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,173.30325317382812,74829200
2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.74057006835938,71285000
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.61691284179688,90865900
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.16732788085938,98670700
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,167.4052276611328,86185500
2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,171.28103637695312,62527400
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.0431365966797,61177400
2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,167.4052276611328,69589300
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.83901977539062,82772700
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.8850555419922,91162800
2022-02-23,165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.6721649169922,90009200
2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.31883239746094,141147500
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.410400390625,91974200
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.6780548095703,95056600
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.77479553222656,83474400
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.10545349121094,79724800
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.77833557128906,76678400
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.74505615234375,83737200
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.90887451171875,96418800
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.06512451171875,131148300
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.52699279785156,91454900
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.13568115234375,105342000
2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,153.37875366210938,96970100
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.30467224121094,108732100
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.7356414794922,92964300
2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.19635009765625,102300200
2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.21731567382812,75615400
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.54800415039062,123511700
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.93576049804688,95811400
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,167.34573364257812,81532000
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.7235870361328,98062700
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.5498809814453,90131400
2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,173.19422912597656,80546200
2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,174.06651306152344,90371900
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,177.39720153808594,100589400
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,176.21759033203125,92633200
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,173.08518981933594,103049300
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,172.78778076171875,78751300
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,176.88172912597656,76468400
2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,173.53125,73401800
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,170.32943725585938,89058800
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,170.63674926757812,77594700
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,168.60464477539062,76575500
2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,164.3025360107422,72246700
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,166.19586181640625,79265200
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,168.91192626953125,70618900
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,163.84654235839844,75329400
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,163.6284637451172,69023900
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,165.93812561035156,67723800
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,165.76962280273438,67929800
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,164.96669006347656,87227800
2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,160.37710571289062,84882400
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,161.45762634277344,96046400
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,155.4307098388672,95623200
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,155.20272827148438,88063200
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,162.21096801757812,130216800
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,156.2732696533203,131747600
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,156.58058166503906,123055300
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,158.08729553222656,88966500
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,164.5701904296875,108256500
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,155.40097045898438,130525300
2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,156.13558959960938,116124600
2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,150.9535369873047,131577900
2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,153.38572692871094,115366700
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,145.43402099609375,142689800
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,141.52267456054688,182602000
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,146.03958129882812,113990900
2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,144.4810028076172,86643800
2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,148.15408325195312,78336300
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,139.79534912109375,109742900
2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,136.35061645507812,136095600
2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,136.58885192871094,137426100
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,142.06869506835938,117726300
2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,139.3386993408203,104132700
2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,139.49754333496094,92482700
2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,142.7338104248047,90601500
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.55117797851562,90978500
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,147.75698852539062,103718400
2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,147.62796020507812,74286600
2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,150.1097412109375,72348100
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,144.32217407226562,88570300
2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,145.07664489746094,71598400
2022-06-07,144.35000610351562,149.0,144.10000610351562,148.7100067138672,147.62796020507812,67808200
2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,146.88339233398438,53950200
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,141.60211181640625,69473000
2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,136.1322021484375,91437900
2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,130.92039489746094,122207100
2022-06-14,133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,131.7939910888672,84784300
2022-06-15,134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,134.444580078125,91533000
2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,129.11363220214844,108123900
2022-06-17,130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,130.6027069091797,134520300
2022-06-21,133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,134.88136291503906,81000500
2022-06-22,134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,134.3651580810547,73409200
2022-06-23,136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,137.26390075683594,72433800
2022-06-24,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.62924194335938,89116800
2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.62924194335938,70207900
2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.43994140625,67083400
2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,138.2169189453125,66242400
2022-06-30,137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.72518920898438,98964500
2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.91908264160156,71051600
2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.52996826171875,73353800
2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,141.88006591796875,74064300
2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,145.2851104736328,66253700
2022-07-08,145.25999450683594,147.5500030517578,145.0,147.0399932861328,145.97007751464844,64547800
2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,143.8158721923828,63141600
2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.7986602783203,77588800
2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.43136596679688,71185600
2022-07-14,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.38967895507812,78140700
2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,149.07730102539062,76259900
2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,145.99989318847656,81420900
2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,151.0,149.90127563476562,82982400
2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,151.92642211914062,64823400
2022-07-21,154.5,155.57000732421875,151.94000244140625,155.35000610351562,154.21961975097656,65086600
2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,152.96878051757812,66675400
2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,151.83709716796875,53623900
2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.49691772460938,55138700
2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.64915466308594,78620700
2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,156.205078125,81378700
2022-07-29,161.24000549316406,163.6300048828125,159.5,162.50999450683594,161.3275146484375,101786900
2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,160.3347930908203,67829400
2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,158.845703125,59907000
2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,164.9211883544922,82507500
2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.603515625,55474100
2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,164.3748779296875,56697000
2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,163.89768981933594,60276900
2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,163.9473876953125,63135500
2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,168.241943359375,70170500
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.49636840820312,57149200
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,171.08505249023438,68039400
2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,172.16864013671875,54091700
2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,172.0095672607422,56377100
2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.52061462402344,79542000
2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,173.1229705810547,62290100
2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.50848388671875,70346300
2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.581787109375,69026800
2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,166.2437744140625,54147100
2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.5419921875,53841500
2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,169.0272674560547,51218200
2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.65505981445312,78961000
2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.42828369140625,73314000
2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,157.9728546142578,77906200
2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,156.2928009033203,87991100
2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,157.02847290039062,74229900
2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,154.89111328125,76957800
2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.61866760253906,73714800
2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,155.04025268554688,87449600
2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.54910278320312,84923800
2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.44192504882812,68028800
2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.4661865234375,104956000
2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,152.9327392578125,122656600
2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,154.39407348632812,87965400
2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.4713897705078,90481100
2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,149.81126403808594,162278800
2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.56895446777344,81474200
2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,155.9746856689453,107689800
2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,152.81346130371094,101696800
2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,151.8392333984375,86652500
2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.5428466796875,96029900
2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,149.880859375,93339400
2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,150.86500549316406,84442700
